id,po,so,name,item,itemdesc,qty,lineup,converting,fg,delivery,shipqty,date,deliverydate,comment,c,p,o,f,shipstatus,prodqty,pendingqty,orderstatus,creasingtime,printingtime,dcrtime,finishrtime,lineuptime,converttime,fgtime,lastedited,deliverytime
4,AP-41208-4,460,"AP CARTON BOX, INC.",1016x1260 350lbs CB Flute (1016(140-115(3)140)),1016(140-115(3)140),500,f,f,f,f,,2022-05-17,,,f,f,f,f,,,,Planner,,,,,,,,,
5,AP-41208-4,478,"AP CARTON BOX, INC.",1016x1260 350lbs CB Flute (1016(140-115(3)140)),1016(140-115(3)140),500,f,f,f,f,,2022-05-19,,,f,f,f,f,,,,Planner,,,,,,,,,
6,AP-41369-4,531,"AP CARTON BOX, INC.",1016x1260 350lbs CB Flute (1016(140-115(3)140)),1016(140-115(3)140),500,f,f,f,f,,2022-05-25,,,f,f,f,f,,,,Planner,,,,,,,,,
7,41208-4,538,"AP CARTON BOX, INC.",1016x1260 350lbs CB Flute (1016(140-115(3)140)),1016(140-115(3)140),209,f,f,f,f,,2022-05-26,,,f,f,f,f,,,,Planner,,,,,,,,,
8,AP-40834-3,249,"AP CARTON BOX, INC.",1016x1335 350lbs BC-Flute (1016x1335 (140-125(3)-140)),1016x1335 (140-125(3)-140),500,f,f,f,f,,2022-04-19,,,f,f,f,f,,,,Planner,,,,,,,,,
9,AP-41082-3,436,"AP CARTON BOX, INC.",1016x2198 350lbs CB Flute SPL (1016(200-125-150-125-200)),1016(200-125-150-125-200),500,f,f,f,f,,2022-05-16,,,f,f,f,f,,,,Planner,,,,,,,,,
10,"",116,"AP CARTON BOX, INC.",1016x810 350lbs BC-Flute (1016x810 350lbs),1016x810 350lbs,500,f,f,f,f,,2022-03-21,,,f,f,f,f,,,,Planner,,,,,,,,,
11,AP-41944-3,735,"AP CARTON BOX, INC.",1016x810 350lbs BC-Flute (1016x810 350lbs),1016x810 350lbs,700,f,f,f,f,,2022-07-07,,,f,f,f,f,,,,Planner,,,,,,,,,
12,V2PO22-01544,560,Exelpack Corporation,1020x1100 350lbs SPL BC Flute (1020(150-115-150-115-150)),1020(150-115-150-115-150),1313,f,f,f,f,,2022-05-28,,,f,f,f,f,,,,Planner,,,,,,,,,
13,22-00275,189,Exelpack Corporation,1026x781 350lbs SPL BC Flute (1026x781 350lbs),1026x781 350lbs,3300,f,f,f,f,,2022-04-08,,,f,f,f,f,,,,Planner,,,,,,,,,
14,22-00438,635,Exelpack Corporation,1026x781 350lbs SPL BC Flute (1026x781 350lbs),1026x781 350lbs,3200,f,f,f,f,,2022-06-11,,,f,f,f,f,,,,Planner,,,,,,,,,
15,AP-41198-4,433,"AP CARTON BOX, INC.",1072x1496 350lbs CB Flute (306x460x306 (m to f )),306x460x306 (m to f ),1090,f,f,f,f,,2022-05-16,,,f,f,f,f,,,,Planner,,,,,,,,,
16,0008003ES,682,Thousand Oaks Packaging Corporation-PPC,1075x609 125lbs C Flute (1075),1075,500,f,f,f,f,,2022-06-24,,,f,f,f,f,,,,Planner,,,,,,,,,
17,DX7895,522,Thousand Oaks Packaging Corporation-PPC,1092x1003 175lbs B Flute,"",750,f,f,f,f,,2022-05-25,,,f,f,f,f,,,,Planner,,,,,,,,,
18,AP-40618-4,177,"AP CARTON BOX, INC.",1092x1060 350lbs BC-Flute (1092x1060 350lbs),1092x1060 350lbs,930,f,f,f,f,,2022-04-05,,,f,f,f,f,,,,Planner,,,,,,,,,
19,AP-41193-4,435,"AP CARTON BOX, INC.",1092x1336 350lbs CB Flute SPL (1092(200-125-150-125-200)),1092(200-125-150-125-200),700,f,f,f,f,,2022-05-16,,,f,f,f,f,,,,Planner,,,,,,,,,
20,AP-40604-4,171,"AP CARTON BOX, INC.",1102X1510 350lbs BC-Flute (186x730x186),186x730x186,1880,f,f,f,f,,2022-04-04,,,f,f,f,f,,,,Planner,,,,,,,,,
21,AP-41116-4,419,"AP CARTON BOX, INC.",1102x1510 350lbs CB Flute (1102(140-115(3)140)),1102(140-115(3)140),1730,f,f,f,f,,2022-05-13,,,f,f,f,f,,,,Planner,,,,,,,,,
22,22-00287,230,Exelpack Corporation,1109x586 350lbs SPL (TL150-115-TL150-115-TL150),TL150-115-TL150-115-TL150,3500,f,f,f,f,,2022-04-13,,,f,f,f,f,,,,Planner,,,,,,,,,
23,22-00410,591,Exelpack Corporation,1109x586 350lbs SPL (TL150-115-TL150-115-TL150),TL150-115-TL150-115-TL150,3200,f,f,f,f,,2022-06-02,,,f,f,f,f,,,,Planner,,,,,,,,,
24,AP-41131-4,414,"AP CARTON BOX, INC.",1117x1652 175lbs C Flute (1117(140-115-140)),1117(140-115-140),330,f,f,f,f,,2022-05-13,,,f,f,f,f,,,,Planner,,,,,,,,,
25,AP-41193-3,437,"AP CARTON BOX, INC.",1118x1336 350lbs SPL CB Flute (1118(200-125-150-125-200)),1118(200-125-150-125-200),700,f,f,f,f,,2022-05-16,,,f,f,f,f,,,,Planner,,,,,,,,,
26,3735,758,ContainerBoard & Packaging Company Inc.,1120x2300 175lbs B-Flute (1120 (140x125x140)),1120 (140x125x140),500,f,f,f,f,,2022-07-08,,,f,f,f,f,,,,Planner,,,,,,,,,
27,AP-41601-4,622,"AP CARTON BOX, INC.",1143x1120 350lbs CB Flute (1143(140-115(3)140)),1143(140-115(3)140),300,f,f,f,f,,2022-06-09,,,f,f,f,f,,,,Planner,,,,,,,,,
28,AP-41271-4,477,"AP CARTON BOX, INC.",1143x1510 350lbs CB Flute (1143(150-115(3)150),1143(150-115(3)150,300,f,f,f,f,,2022-05-19,,,f,f,f,f,,,,Planner,,,,,,,,,
29,22-00459,649,Exelpack Corporation,1165x550 175lbs C Flute (1165(150-125-150)),1165(150-125-150),1350,f,f,f,f,,2022-06-16,,,f,f,f,f,,,,Planner,,,,,,,,,
30,"",169,"AP CARTON BOX, INC.",1168x1364 350lbs BC-Flute (1168x1364 350lbs),1168x1364 350lbs,1,f,f,f,f,,2022-04-04,,,f,f,f,f,,,,Planner,,,,,,,,,
31,22-00484,675,Exelpack Corporation,1173x540 350lbs SPL  BC Flute (29794(150-115-150-115-150)),29794(150-115-150-115-150),2200,f,f,f,f,,2022-06-22,,,f,f,f,f,,,,Planner,,,,,,,,,
32,AP-40708-4,215,"AP CARTON BOX, INC.",1182x1244 300lbs BC-Flute (131x920x131 male to female),131x920x131 male to female,4140,f,f,f,f,,2022-04-12,,,f,f,f,f,,,,Planner,,,,,,,,,
33,AP-41029-4,353,"AP CARTON BOX, INC.",1182x1244 300lbs CB Flute (131X920X131),131X920X131,4500,f,f,f,f,,2022-05-05,,,f,f,f,f,,,,Planner,,,,,,,,,
34,AP-40707-4,263,"AP CARTON BOX, INC.",1194x1398 300lbs BC-Flute (137x920x137 (140-115(4)),137x920x137 (140-115(4),5000,f,f,f,f,,2022-04-20,,,f,f,f,f,,,,Planner,,,,,,,,,
35,AP-41282-4,484,"AP CARTON BOX, INC.",1194x1398 300lbs BC-Flute (137x920x137 (140-115(4)),137x920x137 (140-115(4),2000,f,f,f,f,,2022-05-19,,,f,f,f,f,,,,Planner,,,,,,,,,
36,AP-41383-4,536,"AP CARTON BOX, INC.",1194x1398 300lbs BC-Flute (137x920x137 (140-115(4)),137x920x137 (140-115(4),2000,f,f,f,f,,2022-05-26,,,f,f,f,f,,,,Planner,,,,,,,,,
37,AP-41025-4,352,"AP CARTON BOX, INC.",1194x1398 300lbs CBF (137X920X137),137X920X137,4000,f,f,f,f,,2022-05-05,,,f,f,f,f,,,,Planner,,,,,,,,,
38,"",146,Thousand Oaks Packaging Corporation-PPC,1194x1476 350lbs BC-Flute (1194x1476 350lbs),1194x1476 350lbs,500,f,f,f,f,,2022-03-31,,,f,f,f,f,,,,Planner,,,,,,,,,
39,DX7895,522,Thousand Oaks Packaging Corporation-PPC,1194x832 175lbs B Flute (1194(140-115-140)),1194(140-115-140),3850,f,f,f,f,,2022-05-25,,,f,f,f,f,,,,Planner,,,,,,,,,
40,0007823 UM,360,Thousand Oaks Packaging Corporation-PPC,1199x1950 175lbs C Flute (1199(140-125-140)),1199(140-125-140),200,f,f,f,f,,2022-05-06,,,f,f,f,f,,,,Planner,,,,,,,,,
41,946,700,Philpack Comm'l Ent. Inc.,11x16 NT C Flute (279),279,10000,f,f,f,f,,2022-06-27,,,f,f,f,f,,,,Planner,,,,,,,,,
42,"",43,Jinhong Packaging-PPC,12.67x45.625 125lbs. C-Flutes (102x114x102),102x114x102,1800,f,f,f,f,,2022-02-11,,,f,f,f,f,,,,Planner,,,,,,,,,
43,"",18,Thousand Oaks Packaging Corporation-PPC,1200x1200mm 175lbs. B-Flute (1200mm Spl.Comb. 140-115-140),1200mm Spl.Comb. 140-115-140,20,f,f,f,f,,2022-01-30,,,f,f,f,f,,,,Planner,,,,,,,,,
44,AP-41253-3,475,"AP CARTON BOX, INC.",1219x1646 350lbs SPL CB Flute (1219(150-125(3)150)),1219(150-125(3)150),700,f,f,f,f,,2022-05-18,,,f,f,f,f,,,,Planner,,,,,,,,,
45,AP-41960-4,734,"AP CARTON BOX, INC.",1219x2438 NT C-Flute (1219x2438 NT),1219x2438 NT,510,f,f,f,f,,2022-07-07,,,f,f,f,f,,,,Planner,,,,,,,,,
46,AP-41705-4,651,"AP CARTON BOX, INC.",1219x580 300lbs CB Flute (1219(140-115(4))),1219(140-115(4)),500,f,f,f,f,,2022-06-17,,,f,f,f,f,,,,Planner,,,,,,,,,
47,22-00493,685,Exelpack Corporation,1220x1015 350lbs BC Flute (1220),1220,1800,f,f,f,f,,2022-06-25,,,f,f,f,f,,,,Planner,,,,,,,,,
48,AP-41147-3,445,"AP CARTON BOX, INC.",1220x760 350lbs CB Flute (1220(140-125(3)140)),1220(140-125(3)140),500,f,f,f,f,,2022-05-16,,,f,f,f,f,,,,Planner,,,,,,,,,
1,"",501,Jinhong Packaging-PPC,10.50x27.25 300lbs BC-Flute (210x273x210),210x273x210,10000,f,f,f,f,,2022-05-21,2022-08-08,BRUH,f,f,f,f,,,,Planner,,,,,,,,,
2,AP-40701-4,198,"AP CARTON BOX, INC.",1004x2023 300lbs BC-Flute (202x600x202),202x600x202,1050,t,f,f,f,,2022-04-08,2022-08-08,BREH,f,f,f,f,,,,Lineup,,,,,2022-08-06 16:21:49,,,2022-08-06 16:21:49,
49,AP-41254-3,474,"AP CARTON BOX, INC.",1222x1731 350lbs SPL CB Flute (341x540x341(m to f)),341x540x341(m to f),800,f,f,f,f,,2022-05-18,,,f,f,f,f,,,,Planner,,,,,,,,,
50,22-00481,672,Exelpack Corporation,1230x1270 175lbs C Flute (1230(150-125-150)),1230(150-125-150),580,f,f,f,f,,2022-06-22,,,f,f,f,f,,,,Planner,,,,,,,,,
51,22-00459,649,Exelpack Corporation,1240x1178 350lbs BC Flute (1240(150-115(3)150)),1240(150-115(3)150),280,f,f,f,f,,2022-06-16,,,f,f,f,f,,,,Planner,,,,,,,,,
52,3734,757,ContainerBoard & Packaging Company Inc.,1244x2340 175lbs C-Flute (1244 (140-125-140)),1244 (140-125-140),500,f,f,f,f,,2022-07-08,,,f,f,f,f,,,,Planner,,,,,,,,,
53,556,268,Heavy Duty Packaging Corporation,1258x1320mm 350lbs. BC-Flute (1258x1320mm (140-115-115-115-140)),1258x1320mm (140-115-115-115-140),4000,f,f,f,f,,2022-04-22,,,f,f,f,f,,,,Planner,,,,,,,,,
54,AP-41195-4,434,"AP CARTON BOX, INC.",1270x1873 350lbs CB Fllute (1270(140-115(3)140)),1270(140-115(3)140),370,f,f,f,f,,2022-05-16,,,f,f,f,f,,,,Planner,,,,,,,,,
55,AP-41087-3,438,"AP CARTON BOX, INC.",1295x1482 350lbs SPL  CB Flute (195(200-125-150-125-200)),195(200-125-150-125-200),500,f,f,f,f,,2022-05-16,,,f,f,f,f,,,,Planner,,,,,,,,,
56,"",246,Jinhong Packaging-PPC,13.33x36.375 175lbs C-Flute (75x184x75),75x184x75,510,f,f,f,f,,2022-04-19,,,f,f,f,f,,,,Planner,,,,,,,,,
57,22-00494,686,Exelpack Corporation,1300x1300 350lbs BC Flute (1300(150-115(3)150)),1300(150-115(3)150),450,f,f,f,f,,2022-06-25,,,f,f,f,f,,,,Planner,,,,,,,,,
58,AP-41943-3,736,"AP CARTON BOX, INC.",1320x1295 350lbs BC-Flute (1320 (140-125(3)-140)),1320 (140-125(3)-140),300,f,f,f,f,,2022-07-07,,,f,f,f,f,,,,Planner,,,,,,,,,
59,AP-41279-4,483,"AP CARTON BOX, INC.",1320x2300 300lbs CB Flute (1320(140-115(4))),1320(140-115(4)),500,f,f,f,f,,2022-05-19,,,f,f,f,f,,,,Planner,,,,,,,,,
60,AP-41345-4,521,"AP CARTON BOX, INC.",1346x2240 175lbs C Flute (1346),1346,300,f,f,f,f,,2022-05-24,,,f,f,f,f,,,,Planner,,,,,,,,,
61,0007536UM,33,Thousand Oaks Packaging Corporation-PPC,1371x2113 175lbs. C-Flute (1371),1371,200,f,f,f,f,,2022-02-08,,,f,f,f,f,,,,Planner,,,,,,,,,
62,AP-40838-3,251,"AP CARTON BOX, INC.",1371x719 350lbs BC-Flute (1371x719 (140-125(3)-140)),1371x719 (140-125(3)-140),500,f,f,f,f,,2022-04-19,,,f,f,f,f,,,,Planner,,,,,,,,,
63,"",37,Thousand Oaks Packaging Corporation-PPC,1384x1846 175lbs C-Flute (1384),1384,204,f,f,f,f,,2022-02-10,,,f,f,f,f,,,,Planner,,,,,,,,,
64,0522-0009,494,Classic Corrugated Packaging  Corp,14.25x39.45 125lbs C-Flute (87x186x87 (140-125-115)),87x186x87 (140-125-115),5000,f,f,f,f,,2022-05-20,,,f,f,f,f,,,,Planner,,,,,,,,,
65,"",64,Jinhong Packaging-PPC,14.75x25.625 125lbs. C-Flute (148x76x148),148x76x148,2250,f,f,f,f,,2022-02-22,,,f,f,f,f,,,,Planner,,,,,,,,,
66,verbal,11,Jinhong Packaging-PPC,14.75x27.625 125lbs. C-Flute (148x76x148),148x76x148,500,f,f,f,f,,2022-01-27,,,f,f,f,f,,,,Planner,,,,,,,,,
67,"",719,Jinhong Packaging-PPC,14.75x27.625 125lbs. C-Flute (148x76x148),148x76x148,4000,f,f,f,f,,2022-07-04,,,f,f,f,f,,,,Planner,,,,,,,,,
68,7506,14,Thousand Oaks Packaging Corporation-PPC,1416x2220mm 175lbs. C-Flute (1416),1416,200,f,f,f,f,,2022-01-29,,,f,f,f,f,,,,Planner,,,,,,,,,
69,3679,695,ContainerBoard & Packaging Company Inc.,1420x2194 350lbs BC Flute (1420 (140-125(3)-140) clean cut),1420 (140-125(3)-140) clean cut,2000,f,f,f,f,,2022-06-27,,,f,f,f,f,,,,Planner,,,,,,,,,
70,3733,756,ContainerBoard & Packaging Company Inc.,1420x2194 350lbs BC Flute (1420 (140-125(3)-140) clean cut),1420 (140-125(3)-140) clean cut,1500,f,f,f,f,,2022-07-08,,,f,f,f,f,,,,Planner,,,,,,,,,
71,AP-41196-4,431,"AP CARTON BOX, INC.",1422x1570 350lbs CB Flute (1422(140-115(3)140)),1422(140-115(3)140),300,f,f,f,f,,2022-05-16,,,f,f,f,f,,,,Planner,,,,,,,,,
72,AP-40784-4,239,"AP CARTON BOX, INC.",1422x2070 300lbs BC-Flute (1422x2070 (140-115(4)),1422x2070 (140-115(4),300,f,f,f,f,,2022-04-19,,,f,f,f,f,,,,Planner,,,,,,,,,
73,3734,757,ContainerBoard & Packaging Company Inc.,1440x1466 350lbs BC-Flute (1440 (140-125(3)-140)),1440 (140-125(3)-140),500,f,f,f,f,,2022-07-08,,,f,f,f,f,,,,Planner,,,,,,,,,
74,0007868 UM,473,Thousand Oaks Packaging Corporation-PPC,1458x373 175lbs C Flute (1458),1458,1700,f,f,f,f,,2022-05-18,,,f,f,f,f,,,,Planner,,,,,,,,,
75,0007868 UM,473,Thousand Oaks Packaging Corporation-PPC,1463x660 NT C Flute (1463),1463,1700,f,f,f,f,,2022-05-18,,,f,f,f,f,,,,Planner,,,,,,,,,
76,AP-41381-4,535,"AP CARTON BOX, INC.",1473x2093 300lbs BC Flute (14739(140-115(4))),14739(140-115(4)),300,f,f,f,f,,2022-05-26,,,f,f,f,f,,,,Planner,,,,,,,,,
77,AP-41280-4,486,"AP CARTON BOX, INC.",1498x1895 300lbs CB Flute (1498(140-115(4))),1498(140-115(4)),510,f,f,f,f,,2022-05-19,,,f,f,f,f,,,,Planner,,,,,,,,,
78,AP-40802-4,240,"AP CARTON BOX, INC.",1524x1863 250lbs BC-Flute (1524x1863 115-115-115-115-115),1524x1863 115-115-115-115-115,300,f,f,f,f,,2022-04-19,,,f,f,f,f,,,,Planner,,,,,,,,,
80,AP-41002,342,"AP CARTON BOX, INC.",1574x2090 350lbs CB Flute (1574(140-115(3)-140)),1574(140-115(3)-140),355,f,f,f,f,,2022-05-04,,,f,f,f,f,,,,Planner,,,,,,,,,
81,3733,756,ContainerBoard & Packaging Company Inc.,1580x2300 175lbs C Flute (1580(140-125-140)),1580(140-125-140),500,f,f,f,f,,2022-07-08,,,f,f,f,f,,,,Planner,,,,,,,,,
83,3644,669,ContainerBoard & Packaging Company Inc.,1580x2350 350lbs BC Flute (1580(140-125-(3)140)),1580(140-125-(3)140),2000,f,f,f,f,,2022-06-21,,,f,f,f,f,,,,Planner,,,,,,,,,
84,3733,756,ContainerBoard & Packaging Company Inc.,1580X2800 300lbs BC-Flute (1580 (140-125(4)),1580 (140-125(4),500,f,f,f,f,,2022-07-08,,,f,f,f,f,,,,Planner,,,,,,,,,
85,"",8,Philpack Comm'l Ent. Inc.,16.50x32.25 125lbs. C-Flute (419),419,2000,f,f,f,f,,2022-01-19,,,f,f,f,f,,,,Planner,,,,,,,,,
86,"",113,Jinhong Packaging-PPC,16.50x32.25 125lbs. C-Flute (419),419,5200,f,f,f,f,,2022-03-17,,,f,f,f,f,,,,Planner,,,,,,,,,
87,"",32,Thousand Oaks Packaging Corporation-PPC,1629x2319 NT C-Flute (1629),1629,160,f,f,f,f,,2022-02-08,,,f,f,f,f,,,,Planner,,,,,,,,,
88,"",46,Thousand Oaks Packaging Corporation-PPC,1629x2319 NT C-Flute (1629),1629,30,f,f,f,f,,2022-02-14,,,f,f,f,f,,,,Planner,,,,,,,,,
89,0007785UM,255,Thousand Oaks Packaging Corporation-PPC,1629x2319 NT C-Flute (1629),1629,100,f,f,f,f,,2022-04-20,,,f,f,f,f,,,,Planner,,,,,,,,,
90,0522-0006,429,Classic Corrugated Packaging  Corp,16x44.57 125lbs C Flute (127x150x127(140-125-115)),127x150x127(140-125-115),12000,f,f,f,f,,2022-05-16,,,f,f,f,f,,,,Planner,,,,,,,,,
91,22-00418,602,Exelpack Corporation,1700x2400 175lbs B Flute (1700(150-125-150)),1700(150-125-150),700,f,f,f,f,,2022-06-03,,,f,f,f,f,,,,Planner,,,,,,,,,
92,22-00350,378,Exelpack Corporation,1700x2400 175lbs C Flute (1700(150-125-150)),1700(150-125-150),800,f,f,f,f,,2022-05-11,,,f,f,f,f,,,,Planner,,,,,,,,,
93,22-00417,589,Exelpack Corporation,1700x2400 350lbs BC Flute (1700(150-115(3)-150)),1700(150-115(3)-150),900,f,f,f,f,,2022-06-02,,,f,f,f,f,,,,Planner,,,,,,,,,
94,"",132,Exel pack Corporation,1700x2400 350lbs BC-Flute (1700x2400 350lbs),1700x2400 350lbs,700,f,f,f,f,,2022-03-28,,,f,f,f,f,,,,Planner,,,,,,,,,
95,22-00324,319,Exelpack Corporation,1700x2400 350lbs BC-Flute (1700x2400 350lbs),1700x2400 350lbs,700,f,f,f,f,,2022-04-27,,,f,f,f,f,,,,Planner,,,,,,,,,
96,22-00533,727,Exelpack Corporation,1700x2400 350lbs BC-Flute (1700x2400 350lbs),1700x2400 350lbs,600,f,f,f,f,,2022-07-06,,,f,f,f,f,,,,Planner,,,,,,,,,
97,AP-41001-4,344,"AP CARTON BOX, INC.",1727x2150 350lbs CB Flute (1727(140-115(3)-140)),1727(140-115(3)-140),380,f,f,f,f,,2022-05-04,,,f,f,f,f,,,,Planner,,,,,,,,,
98,3734,757,ContainerBoard & Packaging Company Inc.,1780x1410 350lbs BC-Flute (1780 (140-125(3)-140)),1780 (140-125(3)-140),500,f,f,f,f,,2022-07-08,,,f,f,f,f,,,,Planner,,,,,,,,,
99,"",7,Jinhong Packaging-PPC,18.50x43.25 NT C-Flute (70x327x70),70x327x70,8000,f,f,f,f,,2022-01-19,,,f,f,f,f,,,,Planner,,,,,,,,,
100,"",323,Jinhong Packaging-PPC,18.50x43.25 NT C-Flute (70x327x70),70x327x70,10000,f,f,f,f,,2022-04-28,,,f,f,f,f,,,,Planner,,,,,,,,,
101,"",367,Jinhong Packaging-PPC,18.50x57.25 300lbs BC-Flute (143x181x143),143x181x143,3000,f,f,f,f,,2022-05-06,,,f,f,f,f,,,,Planner,,,,,,,,,
102,"",107,Jinhong Packaging-PPC,18.67x43.25 NT C-Flute (70x327x70),70x327x70,6000,f,f,f,f,,2022-03-16,,,f,f,f,f,,,,Planner,,,,,,,,,
103,0522-0013,499,Classic Corrugated Packaging  Corp,18.67x57.48 175lbs C Flute (172x125x172(140-125-140)),172x125x172(140-125-140),2001,f,f,f,f,,2022-05-21,,,f,f,f,f,,,,Planner,,,,,,,,,
104,MPCPO22-00182,570,MINA MOTO PACKAGING CORPORATION,1800x2184 175lbs C Flute (1800x2184 (150-115(3)-150)),1800x2184 (150-115(3)-150),560,f,f,f,f,,2022-05-31,,,f,f,f,f,,,,Planner,,,,,,,,,
105,0522-0023,618,Classic Corrugated Packaging  Corp,18x43.70 175lbs  C Flute (73x302x73(140-125-140)),73x302x73(140-125-140),2001,f,f,f,f,,2022-06-08,,,f,f,f,f,,,,Planner,,,,,,,,,
106,"",77,Jinhong Packaging-PPC,18x57.25 300lbs BC-Flute (143x167x143),143x167x143,5100,f,f,f,f,,2022-03-03,,,f,f,f,f,,,,Planner,,,,,,,,,
107,"",637,Jinhong Packaging-PPC,18x57.25 300lbs BC-Flute (143x167x143),143x167x143,4200,f,f,f,f,,2022-06-13,,,f,f,f,f,,,,Planner,,,,,,,,,
108,"",7,Jinhong Packaging-PPC,19.33x57.25 300lbs. BC-flute (143x200x143),143x200x143,5100,f,f,f,f,,2022-01-19,,,f,f,f,f,,,,Planner,,,,,,,,,
109,"",90,Jinhong Packaging-PPC,19.33x57.25 300lbs. BC-flute (143x200x143),143x200x143,9900,f,f,f,f,,2022-03-10,,,f,f,f,f,,,,Planner,,,,,,,,,
110,"",367,Jinhong Packaging-PPC,19.33x57.25 300lbs. BC-flute (143x200x143),143x200x143,6000,f,f,f,f,,2022-05-06,,,f,f,f,f,,,,Planner,,,,,,,,,
111,"",5,Philpack Comm'l Ent. Inc.,197x693 300lbs. BC-Flute,"",279,f,f,f,f,,2022-01-14,,,f,f,f,f,,,,Planner,,,,,,,,,
112,"",729,Philpack Comm'l Ent. Inc.,19x19.75 NT B-Flute (229),229,20100,f,f,f,f,,2022-07-06,,,f,f,f,f,,,,Planner,,,,,,,,,
113,0522-0009,494,Classic Corrugated Packaging  Corp,19x54.51 125lbs C-Flute (129x220x129 (140-125-115)),129x220x129 (140-125-115),5001,f,f,f,f,,2022-05-20,,,f,f,f,f,,,,Planner,,,,,,,,,
114,"",490,Jinhong Packaging-PPC,20.25x28 125lbs C-Flute (51x410x51),51x410x51,5200,f,f,f,f,,2022-05-19,,,f,f,f,f,,,,Planner,,,,,,,,,
115,"",77,Jinhong Packaging-PPC,20.50x57.25 300lbs BC-Flute (143x229x143),143x229x143,4200,f,f,f,f,,2022-03-03,,,f,f,f,f,,,,Planner,,,,,,,,,
116,"",637,Jinhong Packaging-PPC,20.50x57.25 300lbs BC-Flute (143x229x143),143x229x143,3000,f,f,f,f,,2022-06-13,,,f,f,f,f,,,,Planner,,,,,,,,,
117,"",19,Jinhong Packaging-PPC,20.50x57.25 350lbs. BC-Flute (143x227x143mm),143x227x143mm,2000,f,f,f,f,,2022-02-02,,,f,f,f,f,,,,Planner,,,,,,,,,
118,0522-0011,497,Classic Corrugated Packaging  Corp,20.67x39.21 125lbs C Flute (522(140-125-115)),522(140-125-115),10005,f,f,f,f,,2022-05-20,,,f,f,f,f,,,,Planner,,,,,,,,,
119,0522-0009,494,Classic Corrugated Packaging  Corp,20.67x52.83 125lbs C-Flute (137x243x137 (140-125-115)),137x243x137 (140-125-115),20001,f,f,f,f,,2022-05-20,,,f,f,f,f,,,,Planner,,,,,,,,,
120,0522-0025,549,Classic Corrugated Packaging  Corp,20.67x57.16 125lbs C Flute (157x205x157(140-115-115)),157x205x157(140-115-115),1002,f,f,f,f,,2022-05-27,,,f,f,f,f,,,,Planner,,,,,,,,,
121,"",133,Jinhong Packaging-PPC,20x47.50 175lbs C-Flute (127x249x127),127x249x127,1020,f,f,f,f,,2022-03-28,,,f,f,f,f,,,,Planner,,,,,,,,,
122,0522-0025,549,Classic Corrugated Packaging  Corp,20x57.48 125lbs C Flute (158x185x158(140-115-115)),158x185x158(140-115-115),1002,f,f,f,f,,2022-05-27,,,f,f,f,f,,,,Planner,,,,,,,,,
123,"",90,Jinhong Packaging-PPC,20x59.375 300lbs BC-Flutee (151x200x151),151x200x151,4200,f,f,f,f,,2022-03-10,,,f,f,f,f,,,,Planner,,,,,,,,,
124,895,162,Philpack Comm'l Ent. Inc.,21.50x17.50 125lbs B-Flute (546),546,1600,f,f,f,f,,2022-04-04,,,f,f,f,f,,,,Planner,,,,,,,,,
125,"",246,Jinhong Packaging-PPC,21.50x50.50 300lbs BC-Flute (133x273x133),133x273x133,3000,f,f,f,f,,2022-04-19,,,f,f,f,f,,,,Planner,,,,,,,,,
126,"",121,Jinhong Packaging-PPC,21.67x57.75 300lbs BC-Flute (140x267x140),140x267x140,10200,f,f,f,f,,2022-03-22,,,f,f,f,f,,,,Planner,,,,,,,,,
127,"",724,Jinhong Packaging-PPC,21.67x57.75 300lbs BC-Flute (140x267x140),140x267x140,6300,f,f,f,f,,2022-07-06,,,f,f,f,f,,,,Planner,,,,,,,,,
128,"",681,NYC Printing,21x29 175lbs B Flute (533),533,5200,f,f,f,f,,2022-06-23,,,f,f,f,f,,,,Planner,,,,,,,,,
129,"",472,Jinhong Packaging-PPC,21x40 125lbs B-Flute (124x279x124),124x279x124,2500,f,f,f,f,,2022-05-18,,,f,f,f,f,,,,Planner,,,,,,,,,
130,"",27,Jinhong Packaging-PPC,21x53.875 175lbs B-Flute (156x216x156),156x216x156,2040,f,f,f,f,,2022-02-07,,,f,f,f,f,,,,Planner,,,,,,,,,
131,0522-0017,503,Classic Corrugated Packaging  Corp,22.33x28 175lbs C Flute (559(140-115-140)),559(140-115-140),10002,f,f,f,f,,2022-05-23,,,f,f,f,f,,,,Planner,,,,,,,,,
132,0522-0008,493,Classic Corrugated Packaging  Corp,22.33x57.32 125lbs C-Flute (158x245x158 (140-125-115)),158x245x158 (140-125-115),20001,f,f,f,f,,2022-05-20,,,f,f,f,f,,,,Planner,,,,,,,,,
133,0522-0030,597,Classic Corrugated Packaging  Corp,22.33x57.32 125lbs C-Flute (158x245x158 (140-125-115)),158x245x158 (140-125-115),9900,f,f,f,f,,2022-06-02,,,f,f,f,f,,,,Planner,,,,,,,,,
134,0522-0008,493,Classic Corrugated Packaging  Corp,22.33x60.08 125lbs C-Flute (158x245x158 (140-125-115)),158x245x158 (140-125-115),20001,f,f,f,f,,2022-05-20,,,f,f,f,f,,,,Planner,,,,,,,,,
135,0522-0030,597,Classic Corrugated Packaging  Corp,22.33x60.08 125lbs C-Flute (158x245x158 (140-125-115)),158x245x158 (140-125-115),9900,f,f,f,f,,2022-06-02,,,f,f,f,f,,,,Planner,,,,,,,,,
